Unnamed: 0,Pickup_Date,Number of Trips,Number of Vehicles,humidity,wind,price,month,day
2477,2011-10-14,1285,119,0.91,11.04,19.5,10,Friday
2478,2011-10-15,356,83,0.91,11.31,10.5,10,Saturday
2479,2011-10-16,435,113,0.91,11.34,26,10,Sunday
2480,2011-10-17,765,176,0.91,11.27,7,10,Monday
2481,2011-10-18,971,49,0.92,11.14,21,10,Tuesday
2482,2011-10-19,124,65,0.92,11.31,26,10,Wednesday
2483,2011-10-20,824,150,0.68,2.32,14,10,Thursday
2484,2011-10-21,559,90,0.68,2.3,8,10,Friday
2485,2011-10-22,633,182,0.73,2.37,8,10,Saturday
2486,2011-10-23,880,124,0.68,2.3,13,10,Sunday
2487,2011-10-24,1552,304,0.68,2.3,8,10,Monday
2488,2011-10-25,326,89,0.69,2.4,23,10,Tuesday
2489,2011-10-26,1951,154,0.73,2.39,30,10,Wednesday
2490,2011-10-27,341,91,0.69,2.29,16.5,10,Thursday
2491,2011-10-28,456,94,0.92,1.39,22.5,10,Friday
2492,2011-10-29,10,3,0.92,1.41,13.5,10,Saturday
2493,2011-10-30,1519,122,0.92,1.42,9,10,Sunday
2494,2011-10-31,665,161,0.92,1.42,7,10,Monday
2495,2011-11-01,46,28,0.93,1.34,23,11,Tuesday
2496,2011-11-02,19,7,0.93,1.37,9,11,Wednesday
2497,2011-11-03,603,197,0.87,9.39,11.5,11,Thursday
2498,2011-11-04,2957,770,0.87,9.53,25,11,Friday
2499,2011-11-05,610,70,0.87,9.11,11.5,11,Saturday
2500,2011-11-06,769,90,0.86,9.14,34,11,Sunday
2501,2011-11-07,936,114,0.87,9.7,19,11,Monday
2502,2011-11-08,905,255,0.87,9.68,22,11,Tuesday
2503,2011-11-09,507,60,0.87,9.73,10,11,Wednesday
2504,2011-11-10,366,93,0.87,9.64,23,11,Thursday
2505,2011-11-11,1321,84,0.86,9.26,16,11,Friday
2506,2011-11-12,1443,162,0.87,9.69,9.5,11,Saturday
2507,2011-11-13,796,133,0.87,9.58,30.5,11,Sunday
2508,2011-11-14,964,119,0.87,9.59,9.5,11,Monday
2509,2011-11-15,8,8,0.92,1.57,30.5,11,Tuesday
2510,2011-11-16,1680,154,0.93,1.36,17.5,11,Wednesday
2511,2011-11-17,1711,169,0.93,1.6,10.5,11,Thursday
2512,2011-11-18,292,85,0.93,1.52,10.5,11,Friday
2513,2011-11-19,94,16,0.6,2.88,24,11,Saturday
2514,2011-11-20,449,58,0.6,2.88,23,11,Sunday
2515,2011-11-21,7, -   ,0.6,2.86,9,11,Monday
2516,2011-11-22,838,149,0.6,2.89,31.5,11,Tuesday
2517,2011-11-23,7, -   ,0.6,2.9,12,11,Wednesday
2518,2011-11-24,440,139,0.6,2.88,19,11,Thursday
2519,2011-11-25,1153,114,0.6,2.9,24,11,Friday
2520,2011-11-26,78,35,0.7,9.57,11,11,Saturday
2521,2011-11-27,661,101,0.7,9.6,11,11,Sunday
2522,2011-11-28,138,36,0.7,9.45,12,11,Monday
2523,2011-11-29,262,94,0.7,9.5,19.5,11,Tuesday
2524,2011-11-30,111,30,0.69,9.68,11,11,Wednesday
2525,2011-12-01,210,99,0.7,9.65,16.5,12,Thursday
2526,2011-12-02,22,17,0.7,9.66,26,12,Friday
2527,2011-12-03,950,87,0.7,9.62,34,12,Saturday
2528,2011-12-04,334,108,0.7,9.56,7,12,Sunday
2529,2011-12-05,40,9,0.7,9.69,19.5,12,Monday
2530,2011-12-06,11,11,0.7,9.65,26,12,Tuesday
2531,2011-12-07,319,97,0.7,9.61,38,12,Wednesday
2532,2011-12-08,19,9,0.74,9.77,35,12,Thursday
2533,2011-12-09,22,7,0.73,9.9,18,12,Friday
2534,2011-12-10,23,16,0.73,9.93,11,12,Saturday
2535,2011-12-11,172,1,0.72,9.99,19.5,12,Sunday
2536,2011-12-12,1303,117,0.74,7.19,19.5,12,Monday
2537,2011-12-13,330,80,0.71,7.34,29.5,12,Tuesday
2538,2011-12-14,337,102,0.69,10.09,36.5,12,Wednesday
2539,2011-12-15,464,156,0.9,7.22,8.5,12,Thursday
2540,2011-12-16,1571,50,0.9,7.38,11,12,Friday
2541,2011-12-17,69,38,0.9,7.4,7,12,Saturday
2542,2011-12-18,1266,153,0.91,8.1,27.5,12,Sunday
2543,2011-12-19,602,89,0.9,7.39,6.5,12,Monday
2544,2011-12-20,483,159,0.95,2.26,15,12,Tuesday
2545,2011-12-21,1075,123,0.95,2.32,7,12,Wednesday
2546,2011-12-22,1224,284,0.95,2.16,27.5,12,Thursday
2547,2011-12-23,312,87,0.95,2.17,5,12,Friday
2548,2011-12-24,2391,155,0.95,2.37,7,12,Saturday
2549,2011-12-25,243,82,0.94,2.4,13.5,12,Sunday
2550,2011-12-26,319,78,0.95,2.36,16.5,12,Monday
2551,2011-12-27,7,2,0.95,2.21,10.5,12,Tuesday
2552,2011-12-28,2358,122,0.95,2.36,11,12,Wednesday
2553,2011-12-29,553,151,0.95,2.33,11,12,Thursday
2554,2011-12-30,48,31,0.95,2.34,7,12,Friday
2555,2011-12-31,18,7,0.89,9.64,14.5,12,Saturday
2556,2012-01-01,467,182,0.89,9.75,7,1,Sunday
2557,2012-01-02,3081,759,0.89,9.37,7,1,Monday
2558,2012-01-03,930,62,0.89,9.43,26,1,Tuesday
2559,2012-01-04,1040,89,0.85,9.92,9.5,1,Wednesday
2560,2012-01-05,1213,120,0.89,9.88,34,1,Thursday
2561,2012-01-06,680,235,0.89,9.92,16.5,1,Friday
2562,2012-01-07,640,64,0.89,9.82,26,1,Saturday
2563,2012-01-08,260,84,0.89,9.55,9.5,1,Sunday
2564,2012-01-09,1422,85,0.85,9.93,11,1,Monday
2565,2012-01-10,1577,171,0.89,9.83,9.5,1,Tuesday
2566,2012-01-11,1072,137,0.89,9.79,11,1,Wednesday
2567,2012-01-12,1036,122,0.83,5.55,41.5,1,Thursday
2568,2012-01-13,20,20,0.83,5.55,28,1,Friday
2569,2012-01-14,1721,158,0.82,5.47,15,1,Saturday
2570,2012-01-15,2766,159,0.84,5.51,15,1,Sunday
2571,2012-01-16,179,71,0.82,5.61,28.5,1,Monday
2572,2012-01-17,133,14,0.83,5.58,13,1,Tuesday
2573,2012-01-18,489,59,0.83,5.59,19.5,1,Wednesday
2574,2012-01-19,11, -   ,0.84,5.56,17,1,Thursday
2575,2012-01-20,1430,146,0.84,5.55,11,1,Friday
2576,2012-01-21,9, -   ,0.82,5.62,8,1,Saturday
2577,2012-01-22,291,118,0.84,5.59,9.5,1,Sunday
2578,2012-01-23,933,106,0.84,5.55,9.5,1,Monday
2579,2012-01-24,30,18,0.83,2.6,31.5,1,Tuesday
2580,2012-01-25,643,104,0.83,2.63,14,1,Wednesday
2581,2012-01-26,128,35,0.83,2.53,9,1,Thursday
2582,2012-01-27,172,82,0.84,2.54,11,1,Friday
2583,2012-01-28,88,27,0.84,2.68,15.5,1,Saturday
2584,2012-01-29,212,106,0.83,2.67,8.5,1,Sunday
2585,2012-01-30,14,14,0.83,2.68,27,1,Monday
2586,2012-01-31,1642,93,0.83,2.65,8.5,1,Tuesday
2587,2012-02-01,256,89,0.84,2.58,7,2,Wednesday
2588,2012-02-02,40,8,0.84,2.68,9,2,Thursday
2589,2012-02-03,20,20,0.84,2.65,16.5,2,Friday
2590,2012-02-04,256,87,0.84,2.64,16.5,2,Saturday
2591,2012-02-05,22,6,0.63,9.5,16.5,2,Sunday
2592,2012-02-06,13,5,0.63,9.5,11,2,Monday
2593,2012-02-07,16,14,0.62,9.52,7,2,Tuesday
2594,2012-02-08,198,1,0.63,9.51,5,2,Wednesday
2595,2012-02-09,2168,121,0.63,9.51,13.5,2,Thursday
2596,2012-02-10,278,70,0.63,9.5,26,2,Friday
2597,2012-02-11,69,36,0.63,9.5,26.5,2,Saturday
2598,2012-02-12,130,71,0.63,9.52,7,2,Sunday
2599,2012-02-13,1784,47,0.63,9.5,11,2,Monday
2600,2012-02-14,16,14,0.66,11.12,10.5,2,Tuesday
2601,2012-02-15,1314,115,0.67,11.17,7,2,Wednesday
2602,2012-02-16,445,80,0.67,11.15,5.5,2,Thursday
2603,2012-02-17,134,70,0.93,2.63,16,2,Friday
2604,2012-02-18,1143,123,0.94,2.66,10.5,2,Saturday
2605,2012-02-19,481,147,0.93,2.64,22.5,2,Sunday
2606,2012-02-20,172,55,0.94,2.67,38.5,2,Monday
2607,2012-02-21,2065,153,0.94,2.68,13.5,2,Tuesday
2608,2012-02-22,68,32,0.92,10.01,22.5,2,Wednesday
2609,2012-02-23,171,39,0.92,10.1,32.5,2,Thursday
2610,2012-02-24,1,1,0.92,9.9,16.5,2,Friday
2611,2012-02-25,2471,122,0.93,9.89,27.5,2,Saturday
2612,2012-02-26,169,72,0.91,10.16,10.5,2,Sunday
2613,2012-02-27,23,19,0.92,10.17,7,2,Monday
2614,2012-02-28,6,4,0.92,10.2,5,2,Tuesday
2615,2012-02-29,244,120,0.92,10.16,10.5,2,Wednesday
2616,2012-03-01,2089,617,0.93,9.93,22.5,3,Thursday
2617,2012-03-02,1014,70,0.91,10.14,11.5,3,Friday
2618,2012-03-03,1127,86,0.93,10.1,8,3,Saturday
2619,2012-03-04,1190,114,0.93,10.13,11.5,3,Sunday
2620,2012-03-05,182,99,0.91,1.17,11,3,Monday
2621,2012-03-06,596,60,0.92,1.22,30.5,3,Tuesday
2622,2012-03-07,92,46,0.58,2.26,16,3,Wednesday
2623,2012-03-08,1248,84,0.58,2.24,3,3,Thursday
2624,2012-03-09,1849,166,0.57,2.26,27.5,3,Friday
2625,2012-03-10,1042,132,0.58,2.27,13.5,3,Saturday
2626,2012-03-11,516,80,0.59,2.25,19.5,3,Sunday
2627,2012-03-12,20,20,0.58,2.23,13.5,3,Monday
2628,2012-03-13,1935,158,0.58,2.23,7,3,Tuesday
2629,2012-03-14,1728,138,0.58,2.23,10.5,3,Wednesday
2630,2012-03-15,46,20,0.58,2.28,19.5,3,Thursday
2631,2012-03-16,102,15,0.59,2.26,16.5,3,Friday
2632,2012-03-17,472,53,0.58,2.26,7,3,Saturday
2633,2012-03-18,7, -   ,0.58,2.23,22.5,3,Sunday
2634,2012-03-19,1235,142,0.53,16.02,32.5,3,Monday
2635,2012-03-20,7, -   ,0.53,16.06,10,3,Tuesday
2636,2012-03-21,86,46,0.53,16.24,16.5,3,Wednesday
2637,2012-03-22,734,75,0.54,16.21,9,3,Thursday
2638,2012-03-23,7,7,0.54,16.23,26,3,Friday
2639,2012-03-24,288,80,0.54,16.19,3.5,3,Saturday
2640,2012-03-25,72,24,0.54,16.11,13.5,3,Sunday
2641,2012-03-26,54,31,0.53,16.24,13.5,3,Monday
2642,2012-03-27,19,9,0.54,16.2,11,3,Tuesday
2643,2012-03-28,153,81,0.91,11.02,9,3,Wednesday
2644,2012-03-29,5,5,0.92,11.22,19.5,3,Thursday
2645,2012-03-30,1718,87,0.91,7.56,17,3,Friday
2646,2012-03-31,111,45,0.92,7.84,9,3,Saturday
2647,2012-04-01,8,2,0.89,8.54,9,4,Sunday
2648,2012-04-02,8,8,0.93,8.38,30.5,4,Monday
2649,2012-04-03,64,35,0.83,8.15,11,4,Tuesday
2650,2012-04-04,16,8,0.83,8.04,8.5,4,Wednesday
2651,2012-04-05,6,3,0.82,8.2,27,4,Thursday
2652,2012-04-06,3,3,0.84,8.09,8.5,4,Friday
2653,2012-04-07,71,1,0.82,8.2,8.5,4,Saturday
2654,2012-04-08,2024,118,0.84,8.17,15,4,Sunday
2655,2012-04-09,130,46,0.84,8.17,18.5,4,Monday
2656,2012-04-10,77,34,0.7,8.44,42.5,4,Tuesday
2657,2012-04-11,131,51,0.86,4.06,9,4,Wednesday
2658,2012-04-12,1528,40,0.87,4.01,13.5,4,Thursday
2659,2012-04-13,23,17,0.87,4.01,34,4,Friday
2660,2012-04-14,1254,71,0.86,3.97,26,4,Saturday
2661,2012-04-15,448,68,0.93,1.31,22.5,4,Sunday
2662,2012-04-16,109,58,0.92,1.59,7,4,Monday
2663,2012-04-17,1175,110,0.9,6.64,5,4,Tuesday
2664,2012-04-18,439,129,0.91,6.62,16.5,4,Wednesday
2665,2012-04-19,119,61,0.91,6.74,26,4,Thursday
2666,2012-04-20,2084,133,0.91,6.68,13.5,4,Friday
2667,2012-04-21,54,25,0.9,6.54,11,4,Saturday
2668,2012-04-22,96,34,0.9,6.57,10.5,4,Sunday
2669,2012-04-23,1918,113,0.9,6.56,7.5,4,Monday
2670,2012-04-24,139,51,0.91,6.61,9,4,Tuesday
2671,2012-04-25,19,15,0.91,6.63,19.5,4,Wednesday
2672,2012-04-26,5,4,0.9,6.53,32.5,4,Thursday
2673,2012-04-27,263,122,0.91,6.57,16.5,4,Friday
2674,2012-04-28,1670,514,0.91,6.61,10.5,4,Saturday
2675,2012-04-29,1115,70,0.6,5.09,27.5,4,Sunday
2676,2012-04-30,1073,80,0.6,5.14,7,4,Monday
2677,2012-05-01,1202,101,0.59,5,10.5,5,Tuesday
2678,2012-05-02,164,88,0.6,5.01,27.5,5,Wednesday
2679,2012-05-03,586,51,0.6,5.19,5,5,Thursday
2680,2012-05-04,59,28,0.6,5.2,16.5,5,Friday
2681,2012-05-05,1188,80,0.6,5.22,10.5,5,Saturday
2682,2012-05-06,1868,153,0.6,5.19,9,5,Sunday
2683,2012-05-07,962,115,0.6,5.04,11,5,Monday
2684,2012-05-08,1051,90,0.6,5.18,26,5,Tuesday
2685,2012-05-09,1709,137,0.6,5.15,26.5,5,Wednesday
2686,2012-05-10,1368,108,0.6,5.17,56,5,Thursday
2687,2012-05-11,30,19,0.96,5.87,25.5,5,Friday
2688,2012-05-12,101,11,0.96,5.98,26.5,5,Saturday
2689,2012-05-13,469,55,0.96,5.64,39,5,Sunday
2690,2012-05-14,1259,126,0.96,5.68,9,5,Monday
2691,2012-05-15,7, -   ,0.93,6.13,16.5,5,Tuesday
2692,2012-05-16,65,34,0.95,6.1,13.5,5,Wednesday
2693,2012-05-17,383,54,0.95,6.15,22.5,5,Thursday
2694,2012-05-18,6,6,0.95,6.06,5,5,Friday
2695,2012-05-19,114,39,0.96,5.79,27.5,5,Saturday
2696,2012-05-20,24,9,0.93,6.13,29.5,5,Sunday
2697,2012-05-21,40,29,0.96,6.03,18.5,5,Monday
2698,2012-05-22,12,6,0.96,6.02,9,5,Tuesday
2699,2012-05-23,121,78,0.91,9.59,11,5,Wednesday
2700,2012-05-24,1,1,0.87,11.44,9.5,5,Thursday
2701,2012-05-25,1461,76,0.91,9.79,16.5,5,Friday
2702,2012-05-26,112,47,0.91,9.81,9.5,5,Saturday
2703,2012-05-27,12,4,0.91,1.13,11,5,Sunday
2704,2012-05-28,61,32,0.91,1.16,27.5,5,Monday
2705,2012-05-29,22,6,0.91,1.04,7,5,Tuesday
2706,2012-05-30,1,1,0.91,1.21,6.5,5,Wednesday
2707,2012-05-31,1,1,0.91,1.18,9.5,5,Thursday
2708,2012-06-01,88,1,0.92,1.1,7,6,Friday
2709,2012-06-02,1843,109,0.92,9.17,15,6,Saturday
2710,2012-06-03,117,37,0.93,9.02,26.5,6,Sunday
2711,2012-06-04,121,59,0.9,9.39,8,6,Monday
2712,2012-06-05,243,92,0.93,9.32,8,6,Tuesday
2713,2012-06-06,735,48,0.93,9.35,11,6,Wednesday
2714,2012-06-07,32,23,0.93,9.26,12.5,6,Thursday
2715,2012-06-08,868,78,0.93,9.14,17,6,Friday
2716,2012-06-09,398,77,0.9,9.41,5.5,6,Saturday
2717,2012-06-10,272,113,0.89,3.32,9,6,Sunday
2718,2012-06-11,1178,122,0.88,3.79,13.5,6,Monday
2719,2012-06-12,731,223,0.88,3.78,34,6,Tuesday
2720,2012-06-13,196,68,0.9,3.79,16.5,6,Wednesday
2721,2012-06-14,1780,148,0.56,2.29,22.5,6,Thursday
2722,2012-06-15,81,40,0.56,2.39,7,6,Friday
2723,2012-06-16,234,63,0.56,2.33,16.5,6,Saturday
2724,2012-06-17,1427,117,0.56,2.39,22.5,6,Sunday
2725,2012-06-18,262,120,0.56,2.38,9,6,Monday
2726,2012-06-19,23,18,0.56,2.36,7,6,Tuesday
2727,2012-06-20,8,4,0.79,4.31,30,6,Wednesday
2728,2012-06-21,393,141,0.79,4.32,13.5,6,Thursday
2729,2012-06-22,2637,705,0.79,4.23,16,6,Friday
2730,2012-06-23,705,65,0.8,4.26,9.5,6,Saturday
2731,2012-06-24,893,85,0.78,4.37,7.5,6,Sunday
2732,2012-06-25,920,106,0.79,4.34,27,6,Monday
2733,2012-06-26,320,160,0.79,4.35,12.5,6,Tuesday
2734,2012-06-27,530,52,0.79,4.32,11,6,Wednesday
2735,2012-06-28,124,49,0.8,4.3,9.5,6,Thursday
2736,2012-06-29,1136,82,0.78,4.38,11,6,Friday
2737,2012-06-30,1528,157,0.79,4.35,7,6,Saturday
2738,2012-07-01,882,119,0.79,4.32,19.5,7,Sunday
2739,2012-07-02,1233,106,0.92,7.73,16.5,7,Monday
2740,2012-07-03,12,12,0.92,7.76,34,7,Tuesday
2741,2012-07-04,1664,153,0.92,7.64,26,7,Wednesday
2742,2012-07-05,1224,138,0.89,8.52,27.5,7,Thursday
2743,2012-07-06,83,37,0.92,7.81,16.5,7,Friday
2744,2012-07-07,110,15,0.92,7.77,19.5,7,Saturday
2745,2012-07-08,409,57,0.92,7.73,22.5,7,Sunday
2746,2012-07-09,3, -   ,0.92,7.84,32.5,7,Monday
2747,2012-07-10,772,133,0.7,7.39,16.5,7,Tuesday
2748,2012-07-11,9, -   ,0.69,7.17,10.5,7,Wednesday
2749,2012-07-12,171,80,0.7,7.24,5,7,Thursday
2750,2012-07-13,642,69,0.7,7.46,16.5,7,Friday
2751,2012-07-14,14,9,0.7,7.49,9.5,7,Saturday
2752,2012-07-15,438,94,0.7,7.41,17,7,Sunday
2753,2012-07-16,60,19,0.7,7.34,27,7,Monday
2754,2012-07-17,92,53,0.7,7.4,10,7,Tuesday
2755,2012-07-18,42,20,0.66,10.31,15,7,Wednesday
2756,2012-07-19,160,74,0.66,10.45,9.5,7,Thursday
2757,2012-07-20,2,2,0.71,4.72,11,7,Friday
2758,2012-07-21,968,79,0.69,4.73,19.5,7,Saturday
2759,2012-07-22,228,85,0.72,4.71,7,7,Sunday
2760,2012-07-23,30,10,0.7,4.74,34,7,Monday
2761,2012-07-24,15,15,0.7,8.81,19.5,7,Tuesday
2762,2012-07-25,132,60,0.7,8.85,26,7,Wednesday
2763,2012-07-26,21,9,0.7,8.64,11,7,Thursday
2764,2012-07-27,8,5,0.7,8.7,11.5,7,Friday
2765,2012-07-28,3,3,0.68,8.97,25,7,Saturday
2766,2012-07-29,86,1,0.7,8.92,11,7,Sunday
2767,2012-07-30,1224,109,0.7,8.95,11.5,7,Monday
2768,2012-07-31,210,64,0.69,8.88,18.5,7,Tuesday
2769,2012-08-01,375,107,0.7,8.78,11.5,8,Wednesday
2770,2012-08-02,507,154,0.68,8.98,32,8,Thursday
2771,2012-08-03,723,46,0.69,8.92,9,8,Friday
2772,2012-08-04,70,42,0.7,8.87,7,8,Saturday
2773,2012-08-05,703,70,0.68,9.51,13.5,8,Sunday
2774,2012-08-06,543,85,0.71,9.39,30,8,Monday
2775,2012-08-07,457,154,0.66,10.38,22.5,8,Tuesday
2776,2012-08-08,891,113,0.66,10.4,16.5,8,Wednesday
2777,2012-08-09,1300,253,0.66,10.25,9,8,Thursday
2778,2012-08-10,191,74,0.65,10.48,7,8,Friday
2779,2012-08-11,1895,148,0.66,10.43,16.5,8,Saturday
2780,2012-08-12,251,84,0.66,10.45,3.5,8,Sunday
2781,2012-08-13,345,82,0.66,10.4,26,8,Monday
2782,2012-08-14,7,5,0.66,10.38,11,8,Tuesday
2783,2012-08-15,1778,120,0.65,10.5,16.5,8,Wednesday
2784,2012-08-16,558,147,0.66,10.4,7,8,Thursday
2785,2012-08-17,48,31,0.92,1.36,22.5,8,Friday
2786,2012-08-18,15,8,0.92,1.42,32.5,8,Saturday
2787,2012-08-19,453,152,0.57,1.72,10.5,8,Sunday
2788,2012-08-20,1893,601,0.57,1.69,13.5,8,Monday
2789,2012-08-21,760,66,0.57,1.69,32.5,8,Tuesday
2790,2012-08-22,756,81,0.57,1.72,27.5,8,Wednesday
2791,2012-08-23,928,116,0.57,1.72,7,8,Thursday
2792,2012-08-24,741,236,0.57,1.69,19.5,8,Friday
2793,2012-08-25,400,50,0.57,1.69,16.5,8,Saturday
2794,2012-08-26,249,83,0.57,1.67,10.5,8,Sunday
2795,2012-08-27,1125,81,0.57,1.74,11,8,Monday
2796,2012-08-28,1361,157,0.57,1.74,26,8,Tuesday
2797,2012-08-29,790,124,0.57,1.73,3.5,8,Wednesday
2798,2012-08-30,925,104,0.57,1.68,7,8,Thursday
2799,2012-08-31,8,7,0.94,0.58,9,8,Friday
2800,2012-09-01,1462,142,0.94,0.56,16.5,9,Saturday
2801,2012-09-02,1558,148,0.94,0.89,22.5,9,Sunday
2802,2012-09-03,203,67,0.94,0.75,27.5,9,Monday
2803,2012-09-04,107,15,0.89,0.33,45.5,9,Tuesday
2804,2012-09-05,441,58,0.94,0.48,32.5,9,Wednesday
2805,2012-09-06,6, -   ,0.94,0.45,10.5,9,Thursday
2806,2012-09-07,816,132,0.94,0.56,13.5,9,Friday
2807,2012-09-08,8, -   ,0.94,0.58,10.5,9,Saturday
2808,2012-09-09,456,135,0.9,0.29,8,9,Sunday
2809,2012-09-10,814,99,0.94,0.39,10.5,9,Monday
2810,2012-09-11,77,36,0.94,0.57,24,9,Tuesday
2811,2012-09-12,494,91,0.6,2.85,32.5,9,Wednesday
2812,2012-09-13,110,35,0.57,2.9,16.5,9,Thursday
2813,2012-09-14,242,89,0.6,2.88,11,9,Friday
2814,2012-09-15,84,27,0.57,2.91,26,9,Saturday
2815,2012-09-16,161,90,0.6,2.88,16.5,9,Sunday
2816,2012-09-17,11,8,0.95,2.25,30,9,Monday
2817,2012-09-18,962,79,0.95,2.26,42.5,9,Tuesday
2818,2012-09-19,270,105,0.95,2.28,57.5,9,Wednesday
2819,2012-09-20,40,12,0.95,2.25,11,9,Thursday
2820,2012-09-21,12,12,0.95,2.23,13.5,9,Friday
2821,2012-09-22,238,80,0.95,2.26,3.5,9,Saturday
2822,2012-09-23,8,4,0.95,2.26,11,9,Sunday
2823,2012-09-24,21,8,0.95,2.27,7,9,Monday
2824,2012-09-25,12,11,0.95,2.23,26,9,Tuesday
2825,2012-09-26,145,1,0.95,2.22,16.5,9,Wednesday
2826,2012-09-27,1300,108,0.95,2.23,11,9,Thursday
2827,2012-09-28,277,75,0.95,2.27,16.5,9,Friday
2828,2012-09-29,463,115,0.92,1.8,26,9,Saturday
2829,2012-09-30,692,171,0.92,1.81,7,9,Sunday
2830,2012-10-01,944,50,0.92,1.77,19.5,10,Monday
2831,2012-10-02,87,58,0.9,1.83,10.5,10,Tuesday
2832,2012-10-03,757,79,0.92,1.82,7,10,Wednesday
2833,2012-10-04,549,88,0.92,1.83,32.5,10,Thursday
2834,2012-10-05,578,170,0.92,1.81,16.5,10,Friday
2835,2012-10-06,850,107,0.93,1.8,22.5,10,Saturday
2836,2012-10-07,1279,264,0.9,1.83,27.5,10,Sunday
2837,2012-10-08,231,80,0.93,1.82,28.5,10,Monday
2838,2012-10-09,1947,157,0.93,1.81,10.5,10,Tuesday
2839,2012-10-10,308,78,0.92,1.81,23,10,Wednesday
2840,2012-10-11,462,91,0.92,1.81,37.5,10,Thursday
2841,2012-10-12,7,2,0.92,1.78,17,10,Friday
2842,2012-10-13,1369,120,0.92,1.8,8.5,10,Saturday
2843,2012-10-14,659,160,0.9,1.76,10.5,10,Sunday
2844,2012-10-15,43,32,0.92,1.82,20.5,10,Monday
2845,2012-10-16,18,9,0.92,1.83,8.5,10,Tuesday
2846,2012-10-17,495,162,0.92,1.82,10.5,10,Wednesday
2847,2012-10-18,2747,723,0.92,1.81,15,10,Thursday
2848,2012-10-19,626,65,0.91,1.83,23,10,Friday
2849,2012-10-20,738,81,0.92,1.83,29.5,10,Saturday
2850,2012-10-21,846,114,0.92,1.81,10.5,10,Sunday
2851,2012-10-22,860,259,0.71,10.26,6.5,10,Monday
2852,2012-10-23,504,55,0.71,10.28,27.5,10,Tuesday
2853,2012-10-24,282,76,0.71,10.13,8,10,Wednesday
2854,2012-10-25,1266,87,0.72,10.18,15,10,Thursday
2855,2012-10-26,1433,163,0.76,10.37,23,10,Friday
2856,2012-10-27,811,129,0.71,10.32,8,10,Saturday
2857,2012-10-28,1121,110,0.71,10.34,11.5,10,Sunday
2858,2012-10-29,22,14,0.71,10.29,22.5,10,Monday
2859,2012-10-30,1698,151,0.72,10.24,7,10,Tuesday
2860,2012-10-31,1630,160,0.76,10.38,16.5,10,Wednesday
2861,2012-11-01,188,58,0.72,10.33,27.5,11,Thursday
2862,2012-11-02,77,12,0.72,10.28,13.5,11,Friday
2863,2012-11-03,404,56,0.57,5.51,9,11,Saturday
2864,2012-11-04,8, -   ,0.57,5.55,7,11,Sunday
2865,2012-11-05,757,131,0.57,5.44,22.5,11,Monday
2866,2012-11-06,7, -   ,0.57,5.44,32.5,11,Tuesday
2867,2012-11-07,459,146,0.59,5.59,10.5,11,Wednesday
2868,2012-11-08,1062,106,0.57,5.6,16.5,11,Thursday
2869,2012-11-09,94,36,0.57,5.61,19.5,11,Friday
2870,2012-11-10,498,94,0.57,5.59,9,11,Saturday
2871,2012-11-11,124,36,0.57,5.47,27.5,11,Sunday
2872,2012-11-12,210,73,0.59,5.59,16.5,11,Monday
2873,2012-11-13,80,28,0.57,5.56,22.5,11,Tuesday
2874,2012-11-14,142,87,0.57,5.57,16.5,11,Wednesday
2875,2012-11-15,16,12,0.84,6.28,16.5,11,Thursday
2876,2012-11-16,849,82,0.83,6.23,7,11,Friday
2877,2012-11-17,321,111,0.84,6.33,30,11,Saturday
2878,2012-11-18,50,14,0.84,6.34,9,11,Sunday
2879,2012-11-19,11,11,0.84,6.31,7,11,Monday
2880,2012-11-20,252,92,0.83,6.28,30,11,Tuesday
2881,2012-11-21,14,5,0.85,6.35,7,11,Wednesday
2882,2012-11-22,13,6,0.85,6.32,22.5,11,Thursday
2883,2012-11-23,13,12,0.85,6.28,9,11,Friday
2884,2012-11-24,135,1,0.71,10.44,13.5,11,Saturday
2885,2012-11-25,1216,114,0.71,11.09,16.5,11,Sunday
2886,2012-11-26,299,75,0.71,10.51,10.5,11,Monday
2887,2012-11-27,466,104,0.72,10.56,7,11,Tuesday
2888,2012-11-28,689,174,0.68,10.58,27.5,11,Wednesday
2889,2012-11-29,1000,49,0.71,10.54,3,11,Thursday
2890,2012-11-30,120,58,0.71,10.84,16.5,11,Friday
2891,2012-12-01,848,82,0.71,11.12,13.5,12,Saturday
2892,2012-12-02,615,89,0.72,10.42,7,12,Sunday
2893,2012-12-03,698,176,0.68,10.59,3.5,12,Monday
2894,2012-12-04,932,93,0.72,10.54,16.5,12,Tuesday
2895,2012-12-05,1404,259,0.72,10.49,13.5,12,Wednesday
2896,2012-12-06,274,84,0.92,2.99,26,12,Thursday
2897,2012-12-07,2102,156,0.93,2.96,11,12,Friday
2898,2012-12-08,296,77,0.91,1.07,31.5,12,Saturday
2899,2012-12-09,451,90,0.92,1.25,18.5,12,Sunday
2900,2012-12-10,10,3,0.91,1.22,9,12,Monday
2901,2012-12-11,1617,126,0.92,1.25,24,12,Tuesday
2902,2012-12-12,687,166,0.92,1.22,23,12,Wednesday
2903,2012-12-13,42,27,0.79,5.58,11.5,12,Thursday
2904,2012-12-14,18,7,0.79,5.6,11.5,12,Friday
2905,2012-12-15,531,179,0.79,5.48,8.5,12,Saturday
2906,2012-12-16,2951,684,0.79,5.51,8.5,12,Sunday
2907,2012-12-17,746,69,0.77,5.67,17.5,12,Monday
